Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
CC_ServiceTestSuitewithDiffGatewayTestSuite,Firefox 56.0,,2017-11-25 00:23:28,2017-11-25 00:30:34,7m - 5.691s,PASSED
,,,,,,
Test Cases/Service/CreditCardRegression/TC001_Service_CreditCard - Iteration 1,Firefox 56.0,"Objective:\nTo Test Credit Card Service Order with two different Gateways (PUBLIC AND GLOBAL)\n\nPre-requisites:\n\n\""Credit Card Payment Gateway related setup should be done in the test company for all three Payment Gateways - FreedomPay, GlobalOnePay and JDF.\nIn the 'Payment Gateway Details' (xiext6100m000) session, Business Parameter field should contain B. P. code.\""\n\nSteps_Service Credit Card Invoicing :\n\n\""Book a Service Order with Mode of Payment - 'Credit Card'.\nAdd Parts/Labor/Others lines.\nRelease the Service Order.\nBook Actual Cost.\nCost and Invoice the Order.\nEnter Credit Card details for GlobalOnePay card 5100270000000007 and CVV 214.\nClick 'Process' in the Credit Card Interface session.\""\n\nExpected Result:\nTwo invoices should get generated in the 'Open Entries' (tfacr2520m000) session - One against Order B.P. and one against Payment Gateway B.P. maintained in the 'Payment Gateway Details' (xiext6100m000) session. Invoice Balance for Invoice against Order B.P. should be $0.\n\n\n",2017-11-25 00:23:29,2017-11-25 00:27:03,3m - 34.368s,PASSED
callTestCase,Firefox 56.0,,2017-11-25 00:23:29,2017-11-25 00:24:21,52.120s,PASSED
callTestCase,Firefox 56.0,,2017-11-25 00:24:21,2017-11-25 00:24:46,24.896s,PASSED
callTestCase,Firefox 56.0,,2017-11-25 00:24:46,2017-11-25 00:25:22,35.711s,PASSED
callTestCase,Firefox 56.0,,2017-11-25 00:25:22,2017-11-25 00:26:26,1m - 4.397s,PASSED
callTestCase,Firefox 56.0,,2017-11-25 00:26:26,2017-11-25 00:26:33,6.878s,PASSED
callTestCase,Firefox 56.0,,2017-11-25 00:26:33,2017-11-25 00:27:03,29.661s,PASSED
,,,,,,
Test Cases/Service/CreditCardRegression/TC001_Service_CreditCard - Iteration 2,Firefox 56.0,"Objective:\nTo Test Credit Card Service Order with two different Gateways (PUBLIC AND GLOBAL)\n\nPre-requisites:\n\n\""Credit Card Payment Gateway related setup should be done in the test company for all three Payment Gateways - FreedomPay, GlobalOnePay and JDF.\nIn the 'Payment Gateway Details' (xiext6100m000) session, Business Parameter field should contain B. P. code.\""\n\nSteps_Service Credit Card Invoicing :\n\n\""Book a Service Order with Mode of Payment - 'Credit Card'.\nAdd Parts/Labor/Others lines.\nRelease the Service Order.\nBook Actual Cost.\nCost and Invoice the Order.\nEnter Credit Card details for GlobalOnePay card 5100270000000007 and CVV 214.\nClick 'Process' in the Credit Card Interface session.\""\n\nExpected Result:\nTwo invoices should get generated in the 'Open Entries' (tfacr2520m000) session - One against Order B.P. and one against Payment Gateway B.P. maintained in the 'Payment Gateway Details' (xiext6100m000) session. Invoice Balance for Invoice against Order B.P. should be $0.\n\n\n",2017-11-25 00:27:03,2017-11-25 00:30:33,3m - 30.529s,PASSED
callTestCase,Firefox 56.0,,2017-11-25 00:27:03,2017-11-25 00:27:53,50.138s,PASSED
callTestCase,Firefox 56.0,,2017-11-25 00:27:53,2017-11-25 00:28:18,24.497s,PASSED
callTestCase,Firefox 56.0,,2017-11-25 00:28:18,2017-11-25 00:28:53,35.468s,PASSED
callTestCase,Firefox 56.0,,2017-11-25 00:28:53,2017-11-25 00:29:57,1m - 3.937s,PASSED
callTestCase,Firefox 56.0,,2017-11-25 00:29:57,2017-11-25 00:30:04,6.629s,PASSED
callTestCase,Firefox 56.0,,2017-11-25 00:30:04,2017-11-25 00:30:33,29.847s,PASSED
